from_id,relationship_type,to_id,established_by,rating_required
MAN.7,HAS_BASE_PRACTICE,MAN.7.BP1,null,null
MAN.7,HAS_BASE_PRACTICE,MAN.7.BP2,null,null
MAN.7,HAS_BASE_PRACTICE,MAN.7.BP3,null,null
MAN.7,HAS_BASE_PRACTICE,MAN.7.BP4,null,null
MAN.7,HAS_BASE_PRACTICE,MAN.7.BP5,null,null
MAN.7,HAS_BASE_PRACTICE,MAN.7.BP6,null,null
MAN.7,HAS_BASE_PRACTICE,MAN.7.BP7,null,null
MAN.7,BELONGS_TO,MAN,null,null
MAN.7,HAS_OUTCOME,MAN.7.OUT.1,null,null
MAN.7,HAS_OUTCOME,MAN.7.OUT.2,null,null
MAN.7,HAS_OUTCOME,MAN.7.OUT.3,null,null
MAN.7,HAS_OUTCOME,MAN.7.OUT.4,null,null
MAN.7,HAS_OUTCOME,MAN.7.OUT.5,null,null
PIM.3,HAS_BASE_PRACTICE,PIM.3.BP1,null,null
PIM.3,HAS_BASE_PRACTICE,PIM.3.BP2,null,null
PIM.3,HAS_BASE_PRACTICE,PIM.3.BP3,null,null
PIM.3,HAS_BASE_PRACTICE,PIM.3.BP4,null,null
PIM.3,HAS_BASE_PRACTICE,PIM.3.BP5,null,null
PIM.3,HAS_BASE_PRACTICE,PIM.3.BP6,null,null
PIM.3,HAS_BASE_PRACTICE,PIM.3.BP7,null,null
PIM.3,HAS_BASE_PRACTICE,PIM.3.BP8,null,null
PIM.3,BELONGS_TO,PIM,null,null
PIM.3,HAS_OUTCOME,PIM.3.OUT.1,null,null
PIM.3,HAS_OUTCOME,PIM.3.OUT.2,null,null
PIM.3,HAS_OUTCOME,PIM.3.OUT.3,null,null
PIM.3,HAS_OUTCOME,PIM.3.OUT.4,null,null
PIM.3,HAS_OUTCOME,PIM.3.OUT.5,null,null
PIM.3,HAS_OUTCOME,PIM.3.OUT.6,null,null
REU.2,HAS_BASE_PRACTICE,REU.2.BP1,null,null
REU.2,HAS_BASE_PRACTICE,REU.2.BP2,null,null
REU.2,HAS_BASE_PRACTICE,REU.2.BP3,null,null
REU.2,HAS_BASE_PRACTICE,REU.2.BP4,null,null
REU.2,HAS_BASE_PRACTICE,REU.2.BP5,null,null
REU.2,HAS_BASE_PRACTICE,REU.2.BP6,null,null
REU.2,BELONGS_TO,REU,null,null
REU.2,HAS_OUTCOME,REU.2.OUT.1,null,null
REU.2,HAS_OUTCOME,REU.2.OUT.2,null,null
REU.2,HAS_OUTCOME,REU.2.OUT.3,null,null
REU.2,HAS_OUTCOME,REU.2.OUT.4,null,null
REU.2,HAS_OUTCOME,REU.2.OUT.5,null,null
REU.2,HAS_OUTCOME,REU.2.OUT.6,null,null
SEC.1,HAS_BASE_PRACTICE,SEC.1.BP1,null,null
SEC.1,HAS_BASE_PRACTICE,SEC.1.BP2,null,null
SEC.1,HAS_BASE_PRACTICE,SEC.1.BP3,null,null
SEC.1,BELONGS_TO,SEC,null,null
SEC.1,HAS_OUTCOME,SEC.1.OUT.1,null,null
SEC.1,HAS_OUTCOME,SEC.1.OUT.2,null,null
SEC.1,HAS_OUTCOME,SEC.1.OUT.3,null,null
SEC.1,HAS_OUTCOME,SEC.1.OUT.4,null,null
SEC.2,HAS_BASE_PRACTICE,SEC.2.BP1,null,null
SEC.2,HAS_BASE_PRACTICE,SEC.2.BP2,null,null
SEC.2,HAS_BASE_PRACTICE,SEC.2.BP3,null,null
SEC.2,HAS_BASE_PRACTICE,SEC.2.BP4,null,null
SEC.2,HAS_BASE_PRACTICE,SEC.2.BP5,null,null
SEC.2,HAS_BASE_PRACTICE,SEC.2.BP6,null,null
SEC.2,HAS_BASE_PRACTICE,SEC.2.BP7,null,null
SEC.2,BELONGS_TO,SEC,null,null
SEC.2,HAS_OUTCOME,SEC.2.OUT.1,null,null
SEC.2,HAS_OUTCOME,SEC.2.OUT.2,null,null
SEC.2,HAS_OUTCOME,SEC.2.OUT.3,null,null
SEC.2,HAS_OUTCOME,SEC.2.OUT.4,null,null
SEC.2,HAS_OUTCOME,SEC.2.OUT.5,null,null
SEC.2,HAS_OUTCOME,SEC.2.OUT.6,null,null
SEC.2,HAS_OUTCOME,SEC.2.OUT.7,null,null
SEC.3,HAS_BASE_PRACTICE,SEC.3.BP1,null,null
SEC.3,HAS_BASE_PRACTICE,SEC.3.BP2,null,null
SEC.3,HAS_BASE_PRACTICE,SEC.3.BP3,null,null
SEC.3,HAS_BASE_PRACTICE,SEC.3.BP4,null,null
SEC.3,HAS_BASE_PRACTICE,SEC.3.BP5,null,null
SEC.3,BELONGS_TO,SEC,null,null
SEC.3,HAS_OUTCOME,SEC.3.OUT.1,null,null
SEC.3,HAS_OUTCOME,SEC.3.OUT.2,null,null
SEC.3,HAS_OUTCOME,SEC.3.OUT.3,null,null
SEC.3,HAS_OUTCOME,SEC.3.OUT.4,null,null
SEC.3,HAS_OUTCOME,SEC.3.OUT.5,null,null
SEC.4,HAS_BASE_PRACTICE,SEC.4.BP1,null,null
SEC.4,HAS_BASE_PRACTICE,SEC.4.BP2,null,null
SEC.4,HAS_BASE_PRACTICE,SEC.4.BP3,null,null
SEC.4,HAS_BASE_PRACTICE,SEC.4.BP4,null,null
SEC.4,HAS_BASE_PRACTICE,SEC.4.BP5,null,null
SEC.4,BELONGS_TO,SEC,null,null
SEC.4,HAS_OUTCOME,SEC.4.OUT.1,null,null
SEC.4,HAS_OUTCOME,SEC.4.OUT.2,null,null
SEC.4,HAS_OUTCOME,SEC.4.OUT.3,null,null
SEC.4,HAS_OUTCOME,SEC.4.OUT.4,null,null
SEC.4,HAS_OUTCOME,SEC.4.OUT.5,null,null
CL1,REQUIRES_FOR_LEVEL,PA 1.1,null,Largely_or_Fully
CL2,REQUIRES_FOR_LEVEL,PA 1.1,null,Fully
CL2,REQUIRES_FOR_LEVEL,PA 2.1,null,Largely_or_Fully
CL2,REQUIRES_FOR_LEVEL,PA 2.2,null,Largely_or_Fully
CL3,REQUIRES_FOR_LEVEL,PA 1.1,null,Fully
CL3,REQUIRES_FOR_LEVEL,PA 2.1,null,Fully
CL3,REQUIRES_FOR_LEVEL,PA 2.2,null,Fully
CL3,REQUIRES_FOR_LEVEL,PA 3.1,null,Largely_or_Fully
CL3,REQUIRES_FOR_LEVEL,PA 3.2,null,Largely_or_Fully
CL4,REQUIRES_FOR_LEVEL,PA 1.1,null,Fully
CL4,REQUIRES_FOR_LEVEL,PA 2.1,null,Fully
CL4,REQUIRES_FOR_LEVEL,PA 2.2,null,Fully
CL4,REQUIRES_FOR_LEVEL,PA 3.1,null,Fully
CL4,REQUIRES_FOR_LEVEL,PA 3.2,null,Fully
CL4,REQUIRES_FOR_LEVEL,PA 4.1,null,Largely_or_Fully
CL4,REQUIRES_FOR_LEVEL,PA 4.2,null,Largely_or_Fully
CL5,REQUIRES_FOR_LEVEL,PA 1.1,null,Fully
CL5,REQUIRES_FOR_LEVEL,PA 2.1,null,Fully
CL5,REQUIRES_FOR_LEVEL,PA 2.2,null,Fully
CL5,REQUIRES_FOR_LEVEL,PA 3.1,null,Fully
CL5,REQUIRES_FOR_LEVEL,PA 3.2,null,Fully
CL5,REQUIRES_FOR_LEVEL,PA 4.1,null,Fully
CL5,REQUIRES_FOR_LEVEL,PA 4.2,null,Fully
CL5,REQUIRES_FOR_LEVEL,PA 5.1,null,Largely_or_Fully
CL5,REQUIRES_FOR_LEVEL,PA 5.2,null,Largely_or_Fully
PA 1.1,APPLIES_TO,CL1,null,null
PA 1.1,HAS_GENERIC_PRACTICE,GP 1.1.1,null,null
PA 1.1,HAS_ACHIEVEMENT,PA1.1.ACH.1,null,null
PA 2.1,APPLIES_TO,CL2,null,null
PA 2.1,HAS_GENERIC_PRACTICE,GP 2.1.1,null,null
PA 2.1,HAS_GENERIC_PRACTICE,GP 2.1.2,null,null
PA 2.1,HAS_GENERIC_PRACTICE,GP 2.1.3,null,null
PA 2.1,HAS_GENERIC_PRACTICE,GP 2.1.4,null,null
PA 2.1,HAS_GENERIC_PRACTICE,GP 2.1.5,null,null
PA 2.1,HAS_GENERIC_PRACTICE,GP 2.1.6,null,null
PA 2.1,HAS_ACHIEVEMENT,PA2.1.ACH.1,null,null
PA 2.1,HAS_ACHIEVEMENT,PA2.1.ACH.2,null,null
PA 2.1,HAS_ACHIEVEMENT,PA2.1.ACH.3,null,null
PA 2.1,HAS_ACHIEVEMENT,PA2.1.ACH.4,null,null
PA 2.1,HAS_ACHIEVEMENT,PA2.1.ACH.5,null,null
PA 2.1,HAS_ACHIEVEMENT,PA2.1.ACH.6,null,null
PA 2.1,HAS_ACHIEVEMENT,PA2.1.ACH.7,null,null
PA 2.1,HAS_ACHIEVEMENT,PA2.1.ACH.8,null,null
PA 2.2,APPLIES_TO,CL2,null,null
PA 2.2,HAS_GENERIC_PRACTICE,GP 2.2.1,null,null
PA 2.2,HAS_GENERIC_PRACTICE,GP 2.2.2,null,null
PA 2.2,HAS_GENERIC_PRACTICE,GP 2.2.3,null,null
PA 2.2,HAS_GENERIC_PRACTICE,GP 2.2.4,null,null
PA 2.2,HAS_ACHIEVEMENT,PA2.2.ACH.1,null,null
PA 2.2,HAS_ACHIEVEMENT,PA2.2.ACH.2,null,null
PA 2.2,HAS_ACHIEVEMENT,PA2.2.ACH.3,null,null
PA 2.2,HAS_ACHIEVEMENT,PA2.2.ACH.4,null,null
PA 3.1,APPLIES_TO,CL3,null,null
PA 3.1,HAS_GENERIC_PRACTICE,GP 3.1.1,null,null
PA 3.1,HAS_GENERIC_PRACTICE,GP 3.1.2,null,null
PA 3.1,HAS_GENERIC_PRACTICE,GP 3.1.3,null,null
PA 3.1,HAS_GENERIC_PRACTICE,GP 3.1.4,null,null
PA 3.1,HAS_ACHIEVEMENT,PA3.1.ACH.1,null,null
PA 3.1,HAS_ACHIEVEMENT,PA3.1.ACH.2,null,null
PA 3.1,HAS_ACHIEVEMENT,PA3.1.ACH.3,null,null
PA 3.1,HAS_ACHIEVEMENT,PA3.1.ACH.4,null,null
PA 3.1,HAS_ACHIEVEMENT,PA3.1.ACH.5,null,null
PA 3.1,HAS_ACHIEVEMENT,PA3.1.ACH.6,null,null
PA 3.2,APPLIES_TO,CL3,null,null
PA 3.2,HAS_GENERIC_PRACTICE,GP 3.2.1,null,null
PA 3.2,HAS_GENERIC_PRACTICE,GP 3.2.2,null,null
PA 3.2,HAS_GENERIC_PRACTICE,GP 3.2.3,null,null
PA 3.2,HAS_GENERIC_PRACTICE,GP 3.2.4,null,null
PA 3.2,HAS_ACHIEVEMENT,PA3.2.ACH.1,null,null
PA 3.2,HAS_ACHIEVEMENT,PA3.2.ACH.2,null,null
PA 3.2,HAS_ACHIEVEMENT,PA3.2.ACH.3,null,null
PA 3.2,HAS_ACHIEVEMENT,PA3.2.ACH.4,null,null
PA 3.2,HAS_ACHIEVEMENT,PA3.2.ACH.5,null,null
PA 4.1,APPLIES_TO,CL4,null,null
PA 4.1,HAS_GENERIC_PRACTICE,GP 4.1.1,null,null
PA 4.1,HAS_GENERIC_PRACTICE,GP 4.1.2,null,null
PA 4.1,HAS_GENERIC_PRACTICE,GP 4.1.3,null,null
PA 4.1,HAS_GENERIC_PRACTICE,GP 4.1.4,null,null
PA 4.1,HAS_GENERIC_PRACTICE,GP 4.1.5,null,null
PA 4.1,HAS_GENERIC_PRACTICE,GP 4.1.6,null,null
PA 4.1,HAS_ACHIEVEMENT,PA4.1.ACH.1,null,null
PA 4.1,HAS_ACHIEVEMENT,PA4.1.ACH.2,null,null
PA 4.1,HAS_ACHIEVEMENT,PA4.1.ACH.3,null,null
PA 4.1,HAS_ACHIEVEMENT,PA4.1.ACH.4,null,null
PA 4.1,HAS_ACHIEVEMENT,PA4.1.ACH.5,null,null
PA 4.1,HAS_ACHIEVEMENT,PA4.1.ACH.6,null,null
PA 4.2,APPLIES_TO,CL4,null,null
PA 4.2,HAS_GENERIC_PRACTICE,GP 4.2.1,null,null
PA 4.2,HAS_GENERIC_PRACTICE,GP 4.2.2,null,null
PA 4.2,HAS_GENERIC_PRACTICE,GP 4.2.3,null,null
PA 4.2,HAS_ACHIEVEMENT,PA4.2.ACH.1,null,null
PA 4.2,HAS_ACHIEVEMENT,PA4.2.ACH.2,null,null
PA 4.2,HAS_ACHIEVEMENT,PA4.2.ACH.3,null,null
PA 4.2,HAS_ACHIEVEMENT,PA4.2.ACH.4,null,null
PA 5.1,APPLIES_TO,CL5,null,null
PA 5.1,HAS_GENERIC_PRACTICE,GP 5.1.1,null,null
PA 5.1,HAS_GENERIC_PRACTICE,GP 5.1.2,null,null
PA 5.1,HAS_GENERIC_PRACTICE,GP 5.1.3,null,null
PA 5.1,HAS_ACHIEVEMENT,PA5.1.ACH.1,null,null
PA 5.1,HAS_ACHIEVEMENT,PA5.1.ACH.2,null,null
PA 5.1,HAS_ACHIEVEMENT,PA5.1.ACH.3,null,null
PA 5.2,APPLIES_TO,CL5,null,null
PA 5.2,HAS_GENERIC_PRACTICE,GP 5.2.1,null,null
PA 5.2,HAS_GENERIC_PRACTICE,GP 5.2.2,null,null
PA 5.2,HAS_GENERIC_PRACTICE,GP 5.2.3,null,null
PA 5.2,HAS_ACHIEVEMENT,PA5.2.ACH.1,null,null
PA 5.2,HAS_ACHIEVEMENT,PA5.2.ACH.2,null,null
PA 5.2,HAS_ACHIEVEMENT,PA5.2.ACH.3,null,null
04-06,CONSISTENCY,04-05,SEC.2.BP6,null
08-60,BIDIRECTIONAL_TRACEABILITY,15-52,SEC.3.BP4,null
17-00,CONSISTENCY,04-06,SEC.2.BP2,null
17-00,BIDIRECTIONAL_TRACEABILITY,08-60,SEC.2.BP2|SEC.3.BP4,null
08-59,BIDIRECTIONAL_TRACEABILITY,13-24,SEC.4.BP4,null
17-51,CONSISTENCY,17-00,SEC.1.BP2,null
17-51,BIDIRECTIONAL_TRACEABILITY,08-59,SEC.4.BP4,null
17-53,BIDIRECTIONAL_TRACEABILITY,17-51,SEC.1.BP2,null
ACQ.4.BP3,CROSS_REFERENCES,SUP.9,null,null
ACQ.4.BP3,HAS_NOTE,ACQ.4.BP3.NOTE.1,null,null
ACQ.4.BP4,CROSS_REFERENCES,MAN.5,null,null
ACQ.4.BP4,HAS_NOTE,ACQ.4.BP4.NOTE.2,null,null
SPL.2.BP1,HAS_NOTE,SPL.2.BP1.NOTE.1,null,null
SPL.2.BP1,HAS_NOTE,SPL.2.BP1.NOTE.2,null,null
SPL.2.BP2,HAS_NOTE,SPL.2.BP2.NOTE.3,null,null
SPL.2.BP3,HAS_NOTE,SPL.2.BP3.NOTE.4,null,null
SPL.2.BP4,CROSS_REFERENCES,SUP.8,null,null
SPL.2.BP4,HAS_NOTE,SPL.2.BP4.NOTE.5,null,null
SPL.2.BP6,CROSS_REFERENCES,VAL.1,null,null
SPL.2.BP6,HAS_NOTE,SPL.2.BP6.NOTE.6,null,null
SYS.1.BP1,HAS_NOTE,SYS.1.BP1.NOTE.1,null,null
SYS.1.BP1,PRODUCES,17-54,null,null
SYS.1.BP1,PRODUCES,14-50,null,null
SYS.1.BP1,SATISFIES,SYS.1.OUT.1,null,null
SYS.1.BP1,SATISFIES,SYS.1.OUT.2,null,null
SYS.1.BP2,HAS_NOTE,SYS.1.BP2.NOTE.2,null,null
SYS.1.BP2,HAS_NOTE,SYS.1.BP2.NOTE.3,null,null
SYS.1.BP2,PRODUCES,17-00,null,null
SYS.1.BP2,PRODUCES,17-54,null,null
SYS.1.BP2,SATISFIES,SYS.1.OUT.3,null,null
SYS.1.BP3,CROSS_REFERENCES,SUP.10,null,null
SYS.1.BP3,HAS_NOTE,SYS.1.BP3.NOTE.4,null,null
SYS.1.BP3,HAS_NOTE,SYS.1.BP3.NOTE.5,null,null
SYS.1.BP3,PRODUCES,15-51,null,null
SYS.1.BP3,SATISFIES,SYS.1.OUT.4,null,null
SYS.1.BP4,PRODUCES,13-52,null,null
SYS.1.BP4,PRODUCES,17-54,null,null
SYS.1.BP4,SATISFIES,SYS.1.OUT.4,null,null
SYS.1.BP4,SATISFIES,SYS.1.OUT.5,null,null
SYS.2.BP1,HAS_NOTE,SYS.2.BP1.NOTE.1,null,null
SYS.2.BP1,HAS_NOTE,SYS.2.BP1.NOTE.2,null,null
SYS.2.BP1,PRODUCES,17-00,null,null
SYS.2.BP1,PRODUCES,17-54,null,null
SYS.2.BP1,SATISFIES,SYS.2.OUT.1,null,null
SYS.2.BP2,HAS_NOTE,SYS.2.BP2.NOTE.3,null,null
SYS.2.BP2,HAS_NOTE,SYS.2.BP2.NOTE.4,null,null
SYS.2.BP2,PRODUCES,17-00,null,null
SYS.2.BP2,PRODUCES,17-54,null,null
SYS.2.BP2,SATISFIES,SYS.2.OUT.2,null,null
SYS.2.BP3,HAS_NOTE,SYS.2.BP3.NOTE.5,null,null
SYS.2.BP3,HAS_NOTE,SYS.2.BP3.NOTE.6,null,null
SYS.2.BP3,PRODUCES,15-51,null,null
SYS.2.BP3,SATISFIES,SYS.2.OUT.3,null,null
SYS.2.BP4,PRODUCES,15-51,null,null
SYS.2.BP4,SATISFIES,SYS.2.OUT.4,null,null
SYS.2.BP5,HAS_NOTE,SYS.2.BP5.NOTE.7,null,null
SYS.2.BP5,HAS_NOTE,SYS.2.BP5.NOTE.8,null,null
SYS.2.BP5,PRODUCES,13-51,null,null
SYS.2.BP5,SATISFIES,SYS.2.OUT.5,null,null
SYS.2.BP6,PRODUCES,13-52,null,null
SYS.2.BP6,SATISFIES,SYS.2.OUT.6,null,null
SYS.3.BP1,PRODUCES,04-06,null,null
SYS.3.BP1,SATISFIES,SYS.3.OUT.1,null,null
SYS.3.BP2,HAS_NOTE,SYS.3.BP2.NOTE.1,null,null
SYS.3.BP2,PRODUCES,04-06,null,null
SYS.3.BP2,SATISFIES,SYS.3.OUT.1,null,null
SYS.3.BP3,HAS_NOTE,SYS.3.BP3.NOTE.2,null,null
SYS.3.BP3,HAS_NOTE,SYS.3.BP3.NOTE.3,null,null
SYS.3.BP3,HAS_NOTE,SYS.3.BP3.NOTE.4,null,null
SYS.3.BP3,HAS_NOTE,SYS.3.BP3.NOTE.5,null,null
SYS.3.BP3,HAS_NOTE,SYS.3.BP3.NOTE.6,null,null
SYS.3.BP3,PRODUCES,15-51,null,null
SYS.3.BP3,PRODUCES,17-57,null,null
SYS.3.BP3,SATISFIES,SYS.3.OUT.2,null,null
SYS.3.BP4,HAS_NOTE,SYS.3.BP4.NOTE.7,null,null
SYS.3.BP4,HAS_NOTE,SYS.3.BP4.NOTE.8,null,null
SYS.3.BP4,PRODUCES,13-51,null,null
SYS.3.BP4,SATISFIES,SYS.3.OUT.3,null,null
SYS.3.BP5,PRODUCES,13-52,null,null
SYS.3.BP5,SATISFIES,SYS.3.OUT.4,null,null
SYS.4.BP1,HAS_NOTE,SYS.4.BP1.NOTE.1,null,null
SYS.4.BP1,PRODUCES,08-60,null,null
SYS.4.BP1,PRODUCES,06-50,null,null
SYS.4.BP1,SATISFIES,SYS.4.OUT.1,null,null
SYS.4.BP2,HAS_NOTE,SYS.4.BP2.NOTE.2,null,null
SYS.4.BP2,PRODUCES,08-58,null,null
SYS.4.BP2,SATISFIES,SYS.4.OUT.2,null,null
SYS.4.BP3,CROSS_REFERENCES,SUP.9,null,null
SYS.4.BP3,HAS_NOTE,SYS.4.BP3.NOTE.3,null,null
SYS.4.BP3,HAS_NOTE,SYS.4.BP3.NOTE.4,null,null
SYS.4.BP3,PRODUCES,03-50,null,null
SYS.4.BP3,PRODUCES,15-52,null,null
SYS.4.BP3,PRODUCES,11-06,null,null
SYS.4.BP3,SATISFIES,SYS.4.OUT.3,null,null
SYS.4.BP3,SATISFIES,SYS.4.OUT.4,null,null
SYS.4.BP3,SATISFIES,SYS.4.OUT.6,null,null
SYS.4.BP4,HAS_NOTE,SYS.4.BP4.NOTE.5,null,null
SYS.4.BP4,PRODUCES,13-51,null,null
SYS.4.BP4,SATISFIES,SYS.4.OUT.4,null,null
SYS.4.BP4,SATISFIES,SYS.4.OUT.5,null,null
SYS.4.BP5,HAS_NOTE,SYS.4.BP5.NOTE.6,null,null
SYS.4.BP5,PRODUCES,13-52,null,null
SYS.4.BP5,SATISFIES,SYS.4.OUT.7,null,null
SYS.5.BP1,HAS_NOTE,SYS.5.BP1.NOTE.1,null,null
SYS.5.BP1,PRODUCES,08-60,null,null
SYS.5.BP1,SATISFIES,SYS.5.OUT.1,null,null
SYS.5.BP2,HAS_NOTE,SYS.5.BP2.NOTE.2,null,null
SYS.5.BP2,PRODUCES,08-58,null,null
SYS.5.BP2,SATISFIES,SYS.5.OUT.2,null,null
SYS.5.BP3,CROSS_REFERENCES,SUP.9,null,null
SYS.5.BP3,HAS_NOTE,SYS.5.BP3.NOTE.3,null,null
SYS.5.BP3,PRODUCES,03-50,null,null
SYS.5.BP3,PRODUCES,15-52,null,null
SYS.5.BP3,SATISFIES,SYS.5.OUT.3,null,null
SYS.5.BP4,HAS_NOTE,SYS.5.BP4.NOTE.4,null,null
SYS.5.BP4,PRODUCES,13-51,null,null
SYS.5.BP4,SATISFIES,SYS.5.OUT.4,null,null
SYS.5.BP4,SATISFIES,SYS.5.OUT.5,null,null
SYS.5.BP5,HAS_NOTE,SYS.5.BP5.NOTE.5,null,null
SYS.5.BP5,PRODUCES,13-52,null,null
SYS.5.BP5,SATISFIES,SYS.5.OUT.6,null,null
SWE.1.BP1,HAS_NOTE,SWE.1.BP1.NOTE.1,null,null
SWE.1.BP1,HAS_NOTE,SWE.1.BP1.NOTE.2,null,null
SWE.1.BP1,HAS_NOTE,SWE.1.BP1.NOTE.3,null,null
SWE.1.BP1,HAS_NOTE,SWE.1.BP1.NOTE.4,null,null
SWE.1.BP1,PRODUCES,17-00,null,null
SWE.1.BP1,PRODUCES,17-54,null,null
SWE.1.BP1,SATISFIES,SWE.1.OUT.1,null,null
SWE.1.BP2,HAS_NOTE,SWE.1.BP2.NOTE.5,null,null
SWE.1.BP2,HAS_NOTE,SWE.1.BP2.NOTE.6,null,null
SWE.1.BP2,PRODUCES,17-00,null,null
SWE.1.BP2,PRODUCES,17-54,null,null
SWE.1.BP2,SATISFIES,SWE.1.OUT.2,null,null
SWE.1.BP3,HAS_NOTE,SWE.1.BP3.NOTE.7,null,null
SWE.1.BP3,HAS_NOTE,SWE.1.BP3.NOTE.8,null,null
SWE.1.BP3,PRODUCES,15-51,null,null
SWE.1.BP3,SATISFIES,SWE.1.OUT.3,null,null
SWE.1.BP4,PRODUCES,15-51,null,null
SWE.1.BP4,SATISFIES,SWE.1.OUT.4,null,null
SWE.1.BP5,HAS_NOTE,SWE.1.BP5.NOTE.9,null,null
SWE.1.BP5,HAS_NOTE,SWE.1.BP5.NOTE.10,null,null
SWE.1.BP5,HAS_NOTE,SWE.1.BP5.NOTE.11,null,null
SWE.1.BP5,HAS_NOTE,SWE.1.BP5.NOTE.12,null,null
SWE.1.BP5,PRODUCES,13-51,null,null
SWE.1.BP5,SATISFIES,SWE.1.OUT.5,null,null
SWE.1.BP5,SATISFIES,SWE.1.OUT.6,null,null
SWE.1.BP6,PRODUCES,13-52,null,null
SWE.1.BP6,SATISFIES,SWE.1.OUT.7,null,null
SWE.2.BP1,HAS_NOTE,SWE.2.BP1.NOTE.1,null,null
SWE.2.BP1,PRODUCES,04-04,null,null
SWE.2.BP1,SATISFIES,SWE.2.OUT.1,null,null
SWE.2.BP2,HAS_NOTE,SWE.2.BP2.NOTE.2,null,null
SWE.2.BP2,HAS_NOTE,SWE.2.BP2.NOTE.3,null,null
SWE.2.BP2,PRODUCES,04-04,null,null
SWE.2.BP2,SATISFIES,SWE.2.OUT.1,null,null
SWE.2.BP3,CROSS_REFERENCES,MAN.3,null,null
SWE.2.BP3,HAS_NOTE,SWE.2.BP3.NOTE.4,null,null
SWE.2.BP3,HAS_NOTE,SWE.2.BP3.NOTE.5,null,null
SWE.2.BP3,HAS_NOTE,SWE.2.BP3.NOTE.6,null,null
SWE.2.BP3,HAS_NOTE,SWE.2.BP3.NOTE.7,null,null
SWE.2.BP3,HAS_NOTE,SWE.2.BP3.NOTE.8,null,null
SWE.2.BP3,PRODUCES,15-51,null,null
SWE.2.BP3,SATISFIES,SWE.2.OUT.2,null,null
SWE.2.BP4,HAS_NOTE,SWE.2.BP4.NOTE.9,null,null
SWE.2.BP4,HAS_NOTE,SWE.2.BP4.NOTE.10,null,null
SWE.2.BP4,PRODUCES,13-51,null,null
SWE.2.BP4,SATISFIES,SWE.2.OUT.3,null,null
SWE.2.BP5,PRODUCES,13-52,null,null
SWE.2.BP5,SATISFIES,SWE.2.OUT.4,null,null
SWE.3.BP1,HAS_NOTE,SWE.3.BP1.NOTE.1,null,null
SWE.3.BP1,HAS_NOTE,SWE.3.BP1.NOTE.2,null,null
SWE.3.BP1,HAS_NOTE,SWE.3.BP1.NOTE.3,null,null
SWE.3.BP1,HAS_NOTE,SWE.3.BP1.NOTE.4,null,null
SWE.3.BP1,HAS_NOTE,SWE.3.BP1.NOTE.5,null,null
SWE.3.BP1,PRODUCES,04-05,null,null
SWE.3.BP1,SATISFIES,SWE.3.OUT.1,null,null
SWE.3.BP2,HAS_NOTE,SWE.3.BP2.NOTE.6,null,null
SWE.3.BP2,PRODUCES,04-05,null,null
SWE.3.BP2,SATISFIES,SWE.3.OUT.1,null,null
SWE.3.BP3,HAS_NOTE,SWE.3.BP3.NOTE.7,null,null
SWE.3.BP3,PRODUCES,11-05,null,null
SWE.3.BP3,SATISFIES,SWE.3.OUT.2,null,null
SWE.3.BP4,HAS_NOTE,SWE.3.BP4.NOTE.8,null,null
SWE.3.BP4,HAS_NOTE,SWE.3.BP4.NOTE.9,null,null
SWE.3.BP4,HAS_NOTE,SWE.3.BP4.NOTE.10,null,null
SWE.3.BP4,PRODUCES,13-51,null,null
SWE.3.BP4,SATISFIES,SWE.3.OUT.3,null,null
SWE.3.BP4,SATISFIES,SWE.3.OUT.4,null,null
SWE.3.BP4,SATISFIES,SWE.3.OUT.5,null,null
SWE.3.BP5,PRODUCES,13-52,null,null
SWE.3.BP5,SATISFIES,SWE.3.OUT.6,null,null
SWE.4.BP1,HAS_NOTE,SWE.4.BP1.NOTE.1,null,null
SWE.4.BP1,HAS_NOTE,SWE.4.BP1.NOTE.2,null,null
SWE.4.BP1,PRODUCES,08-60,null,null
SWE.4.BP1,SATISFIES,SWE.4.OUT.1,null,null
SWE.4.BP2,PRODUCES,08-58,null,null
SWE.4.BP2,SATISFIES,SWE.4.OUT.2,null,null
SWE.4.BP3,CROSS_REFERENCES,SUP.9,null,null
SWE.4.BP3,HAS_NOTE,SWE.4.BP3.NOTE.3,null,null
SWE.4.BP3,PRODUCES,03-50,null,null
SWE.4.BP3,PRODUCES,15-52,null,null
SWE.4.BP3,SATISFIES,SWE.4.OUT.3,null,null
SWE.4.BP4,HAS_NOTE,SWE.4.BP4.NOTE.4,null,null
SWE.4.BP4,PRODUCES,13-51,null,null
SWE.4.BP4,SATISFIES,SWE.4.OUT.4,null,null
SWE.4.BP4,SATISFIES,SWE.4.OUT.5,null,null
SWE.4.BP5,HAS_NOTE,SWE.4.BP5.NOTE.5,null,null
SWE.4.BP5,PRODUCES,13-52,null,null
SWE.4.BP5,SATISFIES,SWE.4.OUT.6,null,null
SWE.5.BP1,HAS_NOTE,SWE.5.BP1.NOTE.1,null,null
SWE.5.BP1,HAS_NOTE,SWE.5.BP1.NOTE.2,null,null
SWE.5.BP1,PRODUCES,08-60,null,null
SWE.5.BP1,PRODUCES,06-50,null,null
SWE.5.BP1,SATISFIES,SWE.5.OUT.1,null,null
SWE.5.BP2,HAS_NOTE,SWE.5.BP2.NOTE.3,null,null
SWE.5.BP2,PRODUCES,08-60,null,null
